episode,total_reward,steps,win
1,-1,1,0
2,-1,2,0
3,1,2,1
4,-1,1,0
5,-1,2,0
6,-1,1,0
7,-1,1,0
8,1,1,1
9,-1,1,0
10,-1,3,0
11,-1,2,0
12,1,1,1
13,-1,1,0
14,-1,2,0
15,1,1,1
16,-1,1,0
17,-1,2,0
18,-1,4,0
19,1,2,1
20,-1,2,0
21,-1,1,0
22,-1,2,0
23,-1,3,0
24,-1,1,0
25,-1,4,0
26,-1,1,0
27,-1,1,0
28,-1,2,0
29,1,1,1
30,-1,1,0
31,-1,3,0
32,-1,2,0
33,-1,1,0
34,-1,1,0
35,1,1,1
36,0,2,0
37,1,2,1
38,-1,2,0
39,-1,2,0
40,-1,2,0
41,-1,1,0
42,0,2,0
43,1,2,1
44,-1,1,0
45,-1,1,0
46,-1,1,0
47,-1,1,0
48,1,1,1
49,-1,2,0
50,-1,1,0
51,-1,2,0
52,1,1,1
53,-1,1,0
54,1,1,1
55,0,3,0
56,-1,2,0
57,1,1,1
58,1,3,1
59,-1,1,0
60,-1,1,0
61,-1,1,0
62,-1,1,0
63,-1,2,0
64,-1,2,0
65,-1,2,0
66,-1,2,0
67,-1,2,0
68,-1,1,0
69,-1,1,0
70,-1,1,0
71,-1,1,0
72,-1,1,0
73,-1,1,0
74,-1,1,0
75,0,1,0
76,-1,2,0
77,1,1,1
78,-1,1,0
79,-1,2,0
80,-1,2,0
81,-1,2,0
82,-1,4,0
83,-1,1,0
84,-1,2,0
85,-1,1,0
86,-1,3,0
87,-1,1,0
88,-1,1,0
89,-1,2,0
90,-1,1,0
91,1,1,1
92,1,2,1
93,-1,1,0
94,1,3,1
95,1,2,1
96,-1,2,0
97,-1,1,0
98,-1,1,0
99,-1,1,0
100,1,1,1
101,1,2,1
102,1,1,1
103,-1,3,0
104,-1,1,0
105,-1,2,0
106,1,1,1
107,-1,1,0
108,-1,2,0
109,-1,2,0
110,-1,1,0
111,1,1,1
112,1,1,1
113,1,1,1
114,1,1,1
115,1,2,1
116,1,2,1
117,1,2,1
118,-1,3,0
119,-1,1,0
120,-1,3,0
121,-1,2,0
122,-1,2,0
123,-1,1,0
124,1,1,1
125,-1,3,0
126,-1,2,0
127,-1,2,0
128,-1,1,0
129,1,1,1
130,-1,1,0
131,-1,2,0
132,1,1,1
133,1,1,1
134,1,1,1
135,-1,2,0
136,1,1,1
137,-1,1,0
138,-1,1,0
139,1,1,1
140,-1,1,0
141,-1,1,0
142,-1,2,0
143,-1,1,0
144,1,1,1
145,-1,2,0
146,0,2,0
147,-1,1,0
148,-1,2,0
149,1,3,1
150,1,1,1
151,1,2,1
152,-1,3,0
153,-1,1,0
154,-1,1,0
155,1,1,1
156,0,1,0
157,-1,1,0
158,0,1,0
159,-1,2,0
160,-1,1,0
161,-1,1,0
162,1,1,1
163,-1,4,0
164,-1,2,0
165,1,2,1
166,-1,1,0
167,-1,2,0
168,-1,3,0
169,-1,1,0
170,1,3,1
171,-1,1,0
172,-1,1,0
173,1,2,1
174,-1,1,0
175,-1,1,0
176,-1,1,0
177,-1,1,0
178,1,2,1
179,-1,1,0
180,-1,2,0
181,-1,2,0
182,-1,3,0
183,-1,3,0
184,1,2,1
185,-1,1,0
186,-1,1,0
187,-1,1,0
188,-1,1,0
189,-1,1,0
190,-1,1,0
191,-1,2,0
192,1,1,1
193,1,2,1
194,-1,1,0
195,-1,1,0
196,-1,2,0
197,-1,1,0
198,-1,1,0
199,1,2,1
200,-1,2,0
201,1,3,1
202,-1,1,0
203,-1,1,0
204,-1,1,0
205,-1,2,0
206,-1,1,0
207,-1,2,0
208,-1,1,0
209,-1,1,0
210,1,2,1
211,-1,1,0
212,1,1,1
213,-1,1,0
214,-1,2,0
215,-1,2,0
216,-1,1,0
217,-1,2,0
218,1,1,1
219,-1,1,0
220,1,2,1
221,-1,1,0
222,-1,2,0
223,-1,1,0
224,1,1,1
225,-1,2,0
226,-1,1,0
227,0,3,0
228,-1,4,0
229,-1,2,0
230,-1,1,0
231,1,1,1
232,-1,1,0
233,-1,2,0
234,1,1,1
235,-1,1,0
236,-1,2,0
237,1,1,1
238,-1,2,0
239,-1,1,0
240,-1,1,0
241,-1,2,0
242,-1,1,0
243,1,2,1
244,-1,4,0
245,0,3,0
246,1,1,1
247,-1,1,0
248,-1,1,0
249,-1,2,0
250,-1,2,0
251,-1,2,0
252,1,1,1
253,-1,1,0
254,-1,1,0
255,-1,1,0
256,-1,1,0
257,-1,1,0
258,1,1,1
259,1,1,1
260,-1,3,0
261,-1,2,0
262,1,1,1
263,-1,1,0
264,-1,2,0
265,-1,1,0
266,1,1,1
267,1,2,1
268,1,3,1
269,-1,1,0
270,-1,1,0
271,-1,4,0
272,1,1,1
273,-1,4,0
274,-1,1,0
275,-1,1,0
276,-1,2,0
277,-1,1,0
278,1,1,1
279,1,1,1
280,0,2,0
281,1,1,1
282,-1,1,0
283,-1,1,0
284,1,1,1
285,-1,2,0
286,1,1,1
287,-1,1,0
288,-1,1,0
289,1,1,1
290,0,2,0
291,1,1,1
292,-1,2,0
293,1,1,1
294,-1,1,0
295,1,1,1
296,-1,1,0
297,1,2,1
298,1,1,1
299,-1,2,0
300,1,2,1
301,-1,2,0
302,-1,2,0
303,1,2,1
304,-1,1,0
305,-1,2,0
306,1,1,1
307,1,1,1
308,-1,2,0
309,-1,1,0
310,-1,1,0
311,1,1,1
312,0,3,0
313,1,2,1
314,1,1,1
315,0,1,0
316,-1,1,0
317,-1,1,0
318,-1,3,0
319,-1,2,0
320,-1,2,0
321,1,1,1
322,-1,1,0
323,-1,1,0
324,-1,1,0
325,-1,1,0
326,1,1,1
327,-1,1,0
328,-1,3,0
329,-1,1,0
330,-1,2,0
331,-1,1,0
332,1,1,1
333,-1,1,0
334,1,1,1
335,1,1,1
336,1,1,1
337,1,1,1
338,-1,1,0
339,0,2,0
340,1,2,1
341,-1,1,0
342,-1,1,0
343,1,1,1
344,-1,1,0
345,1,1,1
346,-1,1,0
347,1,3,1
348,-1,2,0
349,-1,1,0
350,-1,2,0
351,-1,4,0
352,1,3,1
353,-1,1,0
354,-1,1,0
355,1,3,1
356,-1,1,0
357,1,1,1
358,-1,2,0
359,-1,1,0
360,-1,2,0
361,-1,2,0
362,1,1,1
363,1,1,1
364,-1,1,0
365,-1,3,0
366,-1,2,0
367,-1,1,0
368,-1,1,0
369,-1,1,0
370,-1,1,0
371,1,1,1
372,-1,3,0
373,-1,1,0
374,1,1,1
375,-1,1,0
376,1,3,1
377,-1,1,0
378,-1,1,0
379,1,1,1
380,-1,2,0
381,1,2,1
382,-1,1,0
383,1,3,1
384,-1,1,0
385,-1,1,0
386,-1,1,0
387,-1,1,0
388,1,2,1
389,0,1,0
390,0,2,0
391,-1,1,0
392,-1,1,0
393,1,2,1
394,-1,1,0
395,1,2,1
396,-1,1,0
397,1,1,1
398,-1,1,0
399,-1,1,0
400,1,1,1
401,0,3,0
402,-1,1,0
403,-1,4,0
404,1,2,1
405,-1,1,0
406,1,1,1
407,-1,1,0
408,-1,1,0
409,-1,1,0
410,0,3,0
411,1,2,1
412,1,2,1
413,1,2,1
414,-1,1,0
415,-1,2,0
416,-1,3,0
417,-1,1,0
418,-1,1,0
419,1,1,1
420,-1,1,0
421,-1,1,0
422,-1,1,0
423,-1,1,0
424,-1,2,0
425,1,2,1
426,1,2,1
427,-1,1,0
428,-1,2,0
429,-1,1,0
430,-1,1,0
431,-1,2,0
432,1,1,1
433,-1,1,0
434,-1,2,0
435,-1,1,0
436,-1,1,0
437,0,3,0
438,-1,2,0
439,-1,1,0
440,-1,1,0
441,-1,1,0
442,-1,1,0
443,1,1,1
444,1,3,1
445,-1,2,0
446,-1,2,0
447,-1,1,0
448,1,2,1
449,-1,2,0
450,-1,1,0
451,-1,2,0
452,-1,1,0
453,1,4,1
454,1,2,1
455,-1,3,0
456,1,1,1
457,0,1,0
458,1,1,1
459,1,2,1
460,-1,2,0
461,-1,1,0
462,-1,3,0
463,-1,3,0
464,-1,1,0
465,-1,2,0
466,-1,1,0
467,-1,1,0
468,-1,1,0
469,-1,1,0
470,-1,3,0
471,1,1,1
472,1,1,1
473,-1,2,0
474,1,1,1
475,-1,1,0
476,1,1,1
477,-1,1,0
478,-1,1,0
479,1,2,1
480,1,3,1
481,1,2,1
482,-1,1,0
483,1,1,1
484,1,1,1
485,1,2,1
486,1,2,1
487,-1,1,0
488,1,2,1
489,1,2,1
490,-1,2,0
491,1,3,1
492,-1,1,0
493,0,3,0
494,-1,1,0
495,1,1,1
496,-1,3,0
497,-1,1,0
498,-1,1,0
499,1,2,1
500,-1,1,0
501,-1,1,0
502,-1,1,0
503,1,1,1
504,-1,1,0
505,-1,1,0
506,-1,1,0
507,-1,2,0
508,1,1,1
509,1,2,1
510,-1,1,0
511,-1,1,0
512,-1,1,0
513,-1,3,0
514,-1,2,0
515,-1,3,0
516,-1,1,0
517,0,2,0
518,-1,1,0
519,1,1,1
520,1,1,1
521,-1,1,0
522,-1,2,0
523,-1,2,0
524,-1,1,0
525,-1,2,0
526,-1,1,0
527,-1,1,0
528,1,2,1
529,1,3,1
530,-1,2,0
531,-1,2,0
532,-1,1,0
533,1,1,1
534,1,2,1
535,1,1,1
536,1,2,1
537,-1,3,0
538,-1,3,0
539,-1,1,0
540,-1,2,0
541,-1,2,0
542,1,3,1
543,-1,1,0
544,-1,2,0
545,-1,1,0
546,-1,3,0
547,-1,1,0
548,-1,1,0
549,1,2,1
550,0,1,0
551,0,2,0
552,-1,1,0
553,-1,2,0
554,-1,2,0
555,-1,1,0
556,-1,2,0
557,-1,2,0
558,1,1,1
559,1,2,1
560,-1,2,0
561,1,1,1
562,1,2,1
563,-1,1,0
564,-1,1,0
565,-1,2,0
566,-1,1,0
567,1,2,1
568,1,1,1
569,-1,4,0
570,-1,3,0
571,-1,2,0
572,-1,3,0
573,-1,2,0
574,1,2,1
575,-1,1,0
576,0,2,0
577,-1,2,0
578,1,1,1
579,-1,4,0
580,-1,1,0
581,1,2,1
582,-1,2,0
583,1,4,1
584,1,2,1
585,-1,2,0
586,1,1,1
587,-1,2,0
588,1,2,1
589,-1,4,0
590,1,2,1
591,-1,1,0
592,-1,2,0
593,-1,1,0
594,1,2,1
595,-1,2,0
596,1,1,1
597,-1,3,0
598,0,2,0
599,-1,1,0
600,-1,1,0
601,-1,1,0
602,-1,2,0
603,1,3,1
604,-1,1,0
605,0,2,0
606,-1,1,0
607,-1,2,0
608,1,1,1
609,-1,2,0
610,1,1,1
611,1,1,1
612,-1,2,0
613,-1,2,0
614,-1,5,0
615,-1,2,0
616,-1,2,0
617,-1,1,0
618,1,2,1
619,1,1,1
620,-1,1,0
621,1,2,1
622,1,2,1
623,-1,1,0
624,-1,1,0
625,1,1,1
626,1,2,1
627,1,1,1
628,-1,2,0
629,-1,2,0
630,-1,3,0
631,-1,2,0
632,-1,1,0
633,1,1,1
634,-1,1,0
635,-1,2,0
636,1,2,1
637,1,2,1
