episode,total_reward,steps,win
1,-2,2,0
2,-2,1,0
3,-2,1,0
4,2,1,1
5,-1,2,0
6,-1,1,0
7,-2,4,0
8,1,1,1
9,-2,1,0
10,-2,1,0
11,-2,1,0
12,2,1,1
13,-2,2,0
14,-1,1,0
15,-2,1,0
16,-2,1,0
17,-2,1,0
18,-2,2,0
19,-1,1,0
20,-1,1,0
21,-1,1,0
22,1,1,1
23,1,1,1
24,1,1,1
25,0,1,0
26,2,1,1
27,-2,2,0
28,2,1,1
29,2,1,1
30,1,1,1
31,-1,1,0
32,-1,2,0
33,-1,2,0
34,-2,1,0
35,-1,1,0
36,1,3,1
37,1.5,1,1
38,2,1,1
39,-1,1,0
40,1,2,1
41,-1,2,0
42,2,1,1
43,1,1,1
44,-1,2,0
45,0,1,0
46,-1,2,0
47,-1,2,0
48,-1,1,0
49,2,1,1
50,-2,1,0
51,-1,1,0
52,2,1,1
53,1,2,1
54,-2,1,0
55,1,1,1
56,-1,1,0
57,-1,2,0
58,-1,1,0
59,-1,1,0
60,-2,1,0
61,-2,1,0
62,-1,1,0
63,0,1,0
64,1,1,1
65,-1,2,0
66,-1,1,0
67,1,1,1
68,-1,1,0
69,-2,1,0
70,1,1,1
71,-2,1,0
72,-1,1,0
73,1,1,1
74,1,1,1
75,1,1,1
76,1,1,1
77,-2,1,0
78,-1,1,0
79,-1,2,0
80,-2,1,0
81,-2,1,0
82,-1,1,0
83,-1,1,0
84,-1,1,0
85,1,1,1
86,-1,1,0
87,1,2,1
88,-2,2,0
89,-1,1,0
90,0,1,0
91,0,1,0
92,0,1,0
93,-2,1,0
94,-1,1,0
95,1,1,1
96,-2,1,0
97,1,2,1
98,1,2,1
99,-1,1,0
100,-2,1,0
101,1,1,1
102,1,1,1
103,-1,2,0
104,-2,2,0
105,-1,2,0
106,1,1,1
107,2,1,1
108,-1,1,0
109,0,1,0
110,-2,1,0
111,1,1,1
112,-2,1,0
113,-2,2,0
114,1.5,1,1
115,2,1,1
116,1,1,1
117,-2,1,0
118,-2,2,0
119,-2,1,0
120,-1,1,0
121,2,1,1
122,1,2,1
123,0,1,0
124,2,1,1
125,2,1,1
126,-1,1,0
127,2,1,1
128,-1,1,0
129,-1,2,0
130,1,1,1
131,-1,2,0
132,1,1,1
133,-2,1,0
134,-2,1,0
135,-1,2,0
136,-2,1,0
137,-1,1,0
138,1,2,1
139,-1,1,0
140,1,1,1
141,-1,1,0
142,2,1,1
143,-2,1,0
144,-2,1,0
145,-1,1,0
146,2,1,1
147,-2,1,0
148,0,1,0
149,-1,1,0
150,1,1,1
151,-1,1,0
152,-1,1,0
153,1,1,1
154,-2,2,0
155,1,2,1
156,-1,1,0
157,1,1,1
158,1,1,1
159,-1,1,0
160,-1,1,0
161,-1,1,0
162,1,3,1
163,-1,2,0
164,1,1,1
165,1,1,1
166,1,1,1
167,-1,1,0
168,1,1,1
169,0,2,0
170,-1,1,0
171,-1,1,0
172,-2,1,0
173,-2,1,0
174,-2,1,0
175,-1,1,0
176,-2,1,0
177,-2,1,0
178,-2,1,0
179,1,2,1
180,-2,1,0
181,1,1,1
182,-1,1,0
183,-2,2,0
184,-1,1,0
185,2,1,1
186,2,1,1
187,-1,1,0
188,-1,1,0
189,1,2,1
190,-2,1,0
191,1,1,1
192,-2,1,0
193,2,1,1
194,1,1,1
195,-2,1,0
196,2,1,1
197,2,1,1
198,-1,1,0
199,1,1,1
200,-2,1,0
201,-1,2,0
202,-1,1,0
203,1,1,1
204,1,1,1
205,-2,1,0
206,1,1,1
207,-2,1,0
208,-1,2,0
209,1,1,1
210,-2,1,0
211,-2,1,0
212,-1,1,0
213,2,1,1
214,-1,1,0
215,-1,1,0
216,2,1,1
217,-2,1,0
218,-1,1,0
219,-1,2,0
220,-2,1,0
221,0,1,0
222,2,1,1
223,1,1,1
224,1,1,1
225,-1,1,0
226,-2,1,0
227,-2,1,0
228,-2,1,0
229,-1,1,0
230,-1,1,0
231,-1,1,0
232,-1,2,0
233,-1,1,0
234,-2,1,0
235,-2,1,0
236,-2,1,0
237,-1,1,0
238,1,2,1
239,0,1,0
240,1,1,1
241,-2,1,0
242,0,1,0
243,-1,1,0
244,-2,1,0
245,1,2,1
246,-2,1,0
247,2,1,1
248,1.5,1,1
249,2,1,1
250,-1,1,0
251,-1,1,0
252,-1,2,0
253,1,2,1
254,-2,1,0
255,-2,1,0
256,1,1,1
257,-1,1,0
258,-1,1,0
259,-1,2,0
260,-2,1,0
261,-1,1,0
262,1,1,1
263,0,1,0
264,-2,1,0
265,-2,1,0
266,1,1,1
267,-1,1,0
268,0,2,0
269,-1,1,0
270,-2,1,0
271,1,1,1
272,-2,2,0
273,1,2,1
274,2,1,1
275,-1,1,0
276,2,1,1
