episode,total_reward,steps,win
1,-1,1,0
2,-1,1,0
3,0,1,0
4,0,2,0
5,-1,3,0
6,-1,1,0
7,-1,3,0
8,-1,2,0
9,1,2,1
10,1,1,1
11,-1,3,0
12,0,2,0
13,-1,1,0
14,-1,1,0
15,-1,1,0
16,-1,1,0
17,-1,1,0
18,-1,2,0
19,-1,1,0
20,-1,2,0
21,1,2,1
22,-1,3,0
23,-1,2,0
24,-1,2,0
25,1,3,1
26,-1,2,0
27,-1,2,0
28,1,1,1
29,-1,1,0
30,-1,2,0
31,-1,1,0
32,-1,1,0
33,1,2,1
34,-1,2,0
35,1,1,1
36,-1,1,0
37,1,3,1
38,1,1,1
39,1,2,1
40,-1,1,0
41,-1,2,0
42,-1,2,0
43,1,1,1
44,-1,1,0
45,1,2,1
46,1,1,1
47,-1,3,0
48,-1,1,0
49,-1,3,0
50,-1,1,0
51,-1,1,0
52,1,2,1
53,1,1,1
54,-1,1,0
55,-1,4,0
56,1,2,1
57,1,2,1
58,1,1,1
59,0,1,0
60,-1,1,0
61,-1,1,0
62,1,1,1
63,-1,1,0
64,-1,1,0
65,-1,1,0
66,-1,2,0
67,-1,1,0
68,1,3,1
69,-1,2,0
70,0,1,0
71,-1,2,0
72,-1,2,0
73,-1,2,0
74,-1,2,0
75,-1,1,0
76,-1,4,0
77,-1,1,0
78,-1,1,0
79,-1,2,0
80,1,1,1
81,-1,1,0
82,-1,1,0
83,1,1,1
84,-1,1,0
85,1,1,1
86,-1,2,0
87,-1,1,0
88,0,3,0
89,-1,1,0
90,-1,2,0
91,-1,1,0
92,-1,4,0
93,-1,3,0
94,-1,2,0
95,-1,3,0
96,-1,2,0
97,-1,1,0
98,1,3,1
99,-1,1,0
100,-1,1,0
101,1,1,1
102,-1,3,0
103,-1,1,0
104,-1,1,0
105,-1,1,0
106,1,1,1
107,-1,1,0
108,0,2,0
109,-1,1,0
110,-1,1,0
111,-1,2,0
112,1,1,1
113,-1,1,0
114,-1,1,0
115,-1,1,0
116,-1,2,0
117,-1,2,0
118,-1,1,0
119,-1,1,0
120,-1,2,0
121,1,1,1
122,-1,1,0
123,-1,1,0
124,-1,2,0
125,-1,1,0
126,1,1,1
127,1,2,1
128,1,1,1
129,-1,1,0
130,1,1,1
131,1,1,1
132,-1,1,0
133,-1,1,0
134,-1,1,0
135,-1,1,0
136,-1,2,0
137,-1,1,0
138,1,1,1
139,-1,1,0
140,-1,3,0
141,-1,3,0
142,-1,2,0
143,-1,1,0
144,1,1,1
145,-1,1,0
146,-1,1,0
147,0,1,0
148,1,1,1
149,-1,1,0
150,-1,1,0
151,-1,1,0
152,-1,3,0
153,0,5,0
154,-1,2,0
155,1,3,1
156,-1,2,0
157,-1,1,0
158,-1,2,0
159,-1,3,0
160,1,2,1
161,0,3,0
162,-1,3,0
163,-1,1,0
164,-1,1,0
165,1,1,1
166,-1,1,0
167,-1,2,0
168,1,3,1
169,1,1,1
170,1,1,1
171,1,2,1
172,-1,1,0
173,1,1,1
174,-1,1,0
175,1,2,1
176,-1,1,0
177,-1,2,0
178,-1,1,0
179,1,1,1
180,-1,1,0
181,-1,1,0
182,1,1,1
183,-1,1,0
184,-1,1,0
185,0,3,0
186,-1,3,0
187,1,2,1
188,-1,1,0
189,1,1,1
190,-1,4,0
191,1,3,1
192,-1,2,0
193,1,1,1
194,-1,1,0
195,-1,1,0
196,-1,1,0
197,-1,1,0
198,-1,1,0
199,-1,1,0
200,-1,1,0
201,-1,1,0
202,-1,1,0
203,-1,3,0
204,-1,1,0
205,-1,1,0
206,1,2,1
207,-1,1,0
208,-1,1,0
209,1,1,1
210,-1,5,0
211,-1,1,0
212,1,1,1
213,-1,2,0
214,-1,2,0
215,1,3,1
216,-1,2,0
217,-1,1,0
218,-1,2,0
219,-1,1,0
220,0,1,0
221,-1,3,0
222,1,1,1
223,1,2,1
224,-1,1,0
225,-1,1,0
226,-1,3,0
227,1,2,1
228,-1,1,0
229,-1,2,0
230,-1,1,0
231,-1,1,0
232,1,3,1
233,-1,1,0
234,-1,2,0
235,1,3,1
236,-1,1,0
237,1,1,1
238,-1,1,0
239,-1,1,0
240,1,2,1
241,-1,1,0
242,-1,1,0
243,-1,1,0
244,-1,3,0
245,-1,4,0
246,-1,1,0
247,-1,1,0
248,-1,3,0
249,-1,1,0
250,1,1,1
251,1,1,1
252,-1,1,0
253,1,1,1
254,-1,2,0
255,-1,1,0
256,1,1,1
257,-1,1,0
258,-1,2,0
259,-1,2,0
260,-1,3,0
261,1,2,1
262,1,1,1
263,-1,2,0
264,-1,1,0
265,-1,1,0
266,1,1,1
267,-1,1,0
268,0,3,0
269,-1,1,0
270,-1,1,0
271,-1,2,0
272,-1,1,0
273,-1,3,0
274,-1,1,0
275,-1,1,0
276,1,2,1
277,-1,1,0
278,1,1,1
279,1,3,1
280,-1,1,0
281,-1,1,0
282,-1,3,0
283,-1,2,0
284,-1,1,0
285,-1,1,0
286,-1,2,0
287,-1,3,0
288,-1,1,0
289,-1,2,0
290,-1,2,0
291,1,4,1
292,-1,1,0
293,-1,2,0
294,-1,1,0
295,1,4,1
296,-1,1,0
297,-1,1,0
298,-1,3,0
299,-1,4,0
300,-1,1,0
301,-1,3,0
302,-1,3,0
303,-1,2,0
304,-1,1,0
305,1,2,1
306,-1,1,0
307,-1,2,0
308,-1,1,0
309,-1,1,0
310,1,1,1
311,1,2,1
312,0,2,0
313,-1,1,0
314,-1,1,0
315,-1,2,0
316,1,5,1
317,-1,1,0
318,-1,2,0
319,1,1,1
320,-1,1,0
321,-1,3,0
322,0,1,0
323,1,1,1
324,0,1,0
325,-1,3,0
326,1,1,1
327,-1,3,0
328,-1,2,0
329,1,2,1
330,0,2,0
331,-1,1,0
332,-1,2,0
333,-1,1,0
334,-1,1,0
