episode,total_reward,steps,win
1,-25,1,0
2,0,1,0
3,-1,2,0
4,-1,1,0
5,-1,1,0
6,49,1,1
7,36,2,1
8,-9,1,0
9,36,2,1
10,-169,2,0
11,529,2,1
12,400,2,1
13,625,2,1
14,-676,3,0
15,784,2,1
16,1156,1,1
17,1600,3,1
18,-1600,2,0
19,-1681,2,0
20,1849,1,1
21,-1521,1,0
22,1600,1,1
23,-1156,1,0
24,-1024,1,0
25,-784,4,0
26,0,1,0
27,-1024,3,0
28,-1444,1,0
29,-1681,1,0
30,0,1,0
31,2304,1,1
32,-2704,1,0
33,-3721,1,0
34,0,1,0
35,0,1,0
36,0,1,0
37,0,1,0
38,0,1,0
39,0,1,0
40,0,1,0
41,-8649,1,0
42,0,1,0
43,-10201,1,0
44,0,1,0
45,-12544,1,0
46,0,1,0
47,0,1,0
48,0,1,0
49,-14400,1,0
50,0,1,0
51,0,1,0
52,15876,1,1
53,0,1,0
54,19321,1,1
55,20736,1,1
56,-21316,1,0
57,0,1,0
58,0,1,0
59,-24025,1,0
60,22801,1,1
61,0,1,0
62,0,1,0
63,24649,1,1
64,-25921,1,0
65,0,1,0
66,-28561,1,0
67,-28224,1,0
68,-27556,1,0
69,0,1,0
70,0,1,0
71,0,1,0
72,32041,1,1
73,0,1,0
74,-34225,1,0
75,0,1,0
76,-39204,1,0
77,42436,1,1
78,0,1,0
79,0,1,0
80,-42436,1,0
81,-45369,1,0
82,46656,1,1
83,48400,1,1
84,0,1,0
85,-50625,1,0
86,-53824,1,0
87,-53361,1,0
88,0,1,0
89,0,1,0
90,0,1,0
91,-60025,1,0
92,0,1,0
93,0,1,0
94,-58081,1,0
95,-58081,1,0
96,0,1,0
97,58564,1,1
98,0,1,0
99,-59536,1,0
100,-61504,1,0
101,0,1,0
102,0,1,0
103,-68644,1,0
104,0,1,0
105,0,1,0
106,-69696,1,0
107,-69696,1,0
108,-70756,1,0
109,73984,1,1
110,-77284,1,0
111,0,1,0
112,0,1,0
113,-80656,1,0
114,0,1,0
115,80089,1,1
116,0,1,0
117,0,1,0
118,-81796,1,0
119,-84100,1,0
120,83521,1,1
121,85264,1,1
122,87025,1,1
123,-88209,1,0
124,0,1,0
125,-93025,1,0
126,0,1,0
127,99225,1,1
128,99856,1,1
129,0,1,0
130,-103684,1,0
131,0,1,0
132,-103041,1,0
133,0,1,0
134,0,1,0
135,0,1,0
136,0,1,0
137,-114921,1,0
138,0,1,0
139,-120409,1,0
140,-118336,1,0
141,0,1,0
142,0,1,0
143,125316,1,1
144,0,1,0
145,0,1,0
146,-133956,1,0
147,-139129,1,0
148,139129,1,1
149,140625,1,1
150,-143641,1,0
