episode,total_reward,steps,win
1,-1,1,0
2,-1,2,0
3,-2,1,0
4,-1,1,0
5,-2,1,0
6,-2,1,0
7,-1,1,0
8,-1,1,0
9,1,2,1
10,-1,3,0
11,1,1,1
12,-1,1,0
13,-2,1,0
14,-1,1,0
15,2,1,1
16,-1,2,0
17,2,1,1
18,-2,1,0
19,-2,2,0
20,-2,1,0
21,-1,1,0
22,-1,1,0
23,-1,1,0
24,1,1,1
25,-2,1,0
26,-1,1,0
27,-1,1,0
28,-1,1,0
29,2,1,1
30,-1,1,0
31,-2,1,0
32,2,1,1
33,-2,1,0
34,2,1,1
35,-1,1,0
36,2,1,1
37,-1,1,0
38,-1,1,0
39,-1,1,0
40,2,1,1
41,1.5,1,1
42,-2,2,0
43,1,1,1
44,1,2,1
45,-1,1,0
46,2,1,1
47,1.5,1,1
48,-1,1,0
49,2,1,1
50,-2,2,0
51,-2,1,0
52,-2,1,0
53,-1,2,0
54,-2,1,0
55,2,1,1
56,-1,1,0
57,-1,2,0
58,-2,2,0
59,-2,1,0
60,1,1,1
61,-2,1,0
62,2,1,1
63,-1,1,0
64,-2,2,0
65,-1,1,0
66,-1,2,0
67,-2,1,0
68,1,1,1
69,1,1,1
70,-1,1,0
71,1,2,1
72,1.5,1,1
73,-1,3,0
74,-2,2,0
75,-2,2,0
76,-1,1,0
77,2,1,1
78,0,1,0
79,1,1,1
80,1,3,1
81,-2,1,0
82,-1,1,0
83,-1,2,0
84,-1,1,0
85,-1,1,0
86,-1,1,0
87,-1,1,0
88,1,2,1
89,-2,1,0
90,2,1,1
91,-1,2,0
92,-1,1,0
93,-2,1,0
94,2,1,1
95,-1,1,0
96,1,1,1
97,-1,1,0
98,-1,1,0
99,-2,1,0
100,-1,2,0
101,-2,1,0
102,0,1,0
103,-2,1,0
104,-1,1,0
105,-1,2,0
106,1,1,1
107,1,1,1
108,2,1,1
109,-2,2,0
110,-1,1,0
111,-1,1,0
112,-2,1,0
113,1.5,1,1
114,-1,1,0
115,2,1,1
116,1,1,1
117,-1,2,0
118,-2,2,0
119,-1,2,0
120,-2,1,0
121,-1,2,0
122,1,1,1
123,0,2,0
124,2,2,1
125,-1,1,0
126,1,1,1
127,-1,2,0
128,2,2,1
129,-2,1,0
130,-1,1,0
131,-1,1,0
132,2,1,1
133,1,1,1
134,1,1,1
135,-1,2,0
136,-1,1,0
137,-1,1,0
138,-1,2,0
139,2,1,1
140,-1,3,0
141,-2,1,0
142,-2,1,0
143,1.5,1,1
144,2,2,1
145,-2,1,0
146,-1,2,0
147,1,1,1
148,0,1,0
149,-1,2,0
150,-1,1,0
151,1,1,1
152,-2,2,0
153,1.5,1,1
154,-1,1,0
155,-1,1,0
156,1.5,1,1
157,1,2,1
158,2,1,1
159,0,1,0
160,-1,2,0
161,1,2,1
162,1,1,1
163,-1,1,0
164,-2,1,0
165,-1,1,0
166,1,2,1
167,1,2,1
168,1,1,1
169,-1,1,0
170,-2,1,0
171,1,1,1
172,2,1,1
173,-1,1,0
174,-2,1,0
175,1,1,1
176,1.5,1,1
177,-1,1,0
178,-2,1,0
179,-1,1,0
180,-1,2,0
181,-1,1,0
182,1,1,1
183,-1,2,0
184,-1,2,0
185,-1,1,0
186,1,2,1
187,-2,1,0
188,-2,1,0
189,2,2,1
190,-2,1,0
191,-1,1,0
192,-1,1,0
193,-1,1,0
194,1,1,1
195,-1,1,0
196,-2,1,0
197,-1,1,0
198,-1,1,0
199,1.5,1,1
200,-2,1,0
201,-1,1,0
202,-1,2,0
203,-2,1,0
204,-1,1,0
205,1,1,1
206,-1,1,0
207,-2,2,0
208,-2,1,0
209,1,1,1
210,-1,1,0
211,-1,1,0
212,1,1,1
213,1,1,1
214,-1,1,0
215,1,1,1
216,2,1,1
217,0,2,0
218,1.5,1,1
219,-1,1,0
220,-2,1,0
221,-1,1,0
222,-1,1,0
223,-1,1,0
224,2,2,1
225,1,2,1
226,1,1,1
227,-2,1,0
228,-1,2,0
229,-2,2,0
230,-1,1,0
231,2,1,1
232,-1,1,0
233,-1,1,0
234,1,1,1
235,-2,2,0
236,-1,1,0
237,-2,1,0
238,-1,1,0
239,-2,2,0
240,1,1,1
241,-1,1,0
242,-1,1,0
243,-2,1,0
244,-2,1,0
245,-1,1,0
246,-2,1,0
247,-2,2,0
248,-1,2,0
249,2,2,1
250,1,1,1
251,-1,1,0
252,-2,1,0
253,-1,2,0
254,-1,1,0
255,1,1,1
256,-2,1,0
257,1,2,1
258,-1,2,0
259,1.5,1,1
260,-2,1,0
261,0,1,0
262,-2,1,0
263,-2,1,0
264,2,1,1
265,-1,2,0
266,0,2,0
267,-1,1,0
268,2,1,1
269,-2,1,0
270,-1,1,0
271,-1,1,0
272,-2,1,0
273,1.5,1,1
274,1,1,1
275,-1,1,0
276,-1,1,0
277,-1,1,0
278,2,1,1
279,-1,1,0
280,1,1,1
281,-1,2,0
282,1,1,1
283,-1,1,0
284,2,1,1
285,-2,2,0
286,-1,1,0
287,1,1,1
288,2,1,1
289,-1,1,0
290,-2,1,0
291,-2,1,0
292,-2,1,0
293,-1,1,0
294,1,1,1
295,-1,1,0
296,-2,2,0
297,2,1,1
298,-1,1,0
299,-2,1,0
300,-1,1,0
301,-1,1,0
302,1,2,1
303,-1,1,0
304,-1,1,0
305,-1,1,0
306,1,1,1
307,1,2,1
308,-2,1,0
309,-1,2,0
310,-2,1,0
311,-2,1,0
312,-2,1,0
313,-2,1,0
314,-1,1,0
315,1,1,1
316,-1,1,0
317,-2,1,0
318,-1,1,0
319,-1,1,0
320,-1,1,0
321,0,2,0
322,-2,1,0
323,1,2,1
324,-1,2,0
325,-1,1,0
326,1,2,1
327,-1,1,0
328,-1,1,0
329,1,1,1
330,-1,1,0
331,-2,1,0
332,1,1,1
333,1,2,1
334,-1,1,0
335,1,1,1
336,-2,2,0
337,-2,1,0
338,-1,1,0
339,-1,1,0
340,-1,1,0
341,1,2,1
342,-2,1,0
343,-1,2,0
344,-1,1,0
345,-2,1,0
346,-1,1,0
347,1.5,1,1
348,1,1,1
349,-2,1,0
350,0,3,0
351,-1,1,0
352,1,1,1
353,1,1,1
354,1,1,1
355,-1,1,0
356,-2,1,0
357,-1,1,0
358,-2,3,0
359,2,1,1
360,-1,1,0
361,1.5,1,1
362,1,1,1
363,1,1,1
364,-2,2,0
365,1,1,1
366,-2,1,0
367,-1,1,0
368,-2,1,0
369,-1,1,0
370,-1,2,0
371,-1,1,0
372,2,1,1
373,-1,1,0
374,-2,1,0
375,-1,1,0
376,-2,1,0
377,0,1,0
378,-2,1,0
379,1,1,1
380,-2,1,0
381,-1,1,0
382,-2,1,0
383,-1,1,0
384,1,2,1
385,-1,1,0
386,-1,1,0
387,1,1,1
388,1,1,1
389,-1,1,0
390,-1,1,0
391,1,2,1
392,-1,1,0
393,-2,2,0
394,-1,1,0
395,1,1,1
396,1,2,1
397,1,1,1
398,2,1,1
399,-2,1,0
400,-2,1,0
401,-1,1,0
402,-1,1,0
403,-2,1,0
404,1,1,1
405,-1,1,0
406,-1,1,0
407,2,2,1
408,-1,2,0
409,-2,1,0
410,-1,2,0
411,-1,2,0
412,-1,1,0
413,-1,1,0
414,-2,1,0
415,0,1,0
416,1,1,1
417,-1,1,0
418,1,1,1
419,-1,1,0
420,-2,1,0
421,-1,1,0
422,-1,1,0
423,-2,1,0
424,1,1,1
425,-1,1,0
426,0,2,0
427,-2,1,0
428,-1,1,0
429,2,1,1
430,-1,1,0
431,1,1,1
432,1,1,1
433,-1,1,0
434,-2,1,0
435,0,1,0
436,-2,1,0
437,-2,1,0
438,-2,2,0
439,-1,1,0
440,-2,2,0
441,-1,1,0
442,-1,1,0
443,-1,1,0
444,-1,1,0
445,-2,2,0
446,-2,1,0
447,-1,1,0
448,-2,1,0
449,0,1,0
450,-1,1,0
451,2,1,1
452,-1,1,0
453,-1,1,0
454,-2,1,0
455,1,2,1
456,-2,1,0
457,-1,1,0
458,-1,1,0
459,-1,1,0
460,-2,1,0
461,-2,2,0
462,0,2,0
463,-2,2,0
464,1,2,1
465,2,1,1
466,1,1,1
467,-1,1,0
468,-2,1,0
469,-1,2,0
470,-1,2,0
471,-1,1,0
472,-2,1,0
473,-1,2,0
474,1,1,1
475,-1,1,0
476,-2,1,0
477,-2,1,0
478,2,1,1
479,-1,1,0
480,-1,1,0
481,-1,3,0
482,-1,1,0
483,2,2,1
484,-2,2,0
485,1,1,1
486,2,1,1
487,1,2,1
488,1,2,1
489,-2,1,0
490,-1,1,0
491,-1,2,0
492,1,1,1
493,-1,2,0
494,-1,1,0
495,2,1,1
496,1,1,1
497,0,1,0
498,-2,1,0
499,-2,1,0
500,-1,1,0
501,-1,1,0
502,-2,1,0
503,-1,1,0
504,-2,1,0
505,-1,1,0
506,1.5,1,1
507,2,1,1
508,1,1,1
509,1,1,1
510,-2,1,0
511,-2,2,0
512,1,1,1
513,1,1,1
514,-1,1,0
515,-2,1,0
516,-2,2,0
517,-1,1,0
518,2,1,1
519,2,1,1
520,-2,1,0
521,-2,1,0
522,-2,1,0
523,-2,1,0
524,-2,1,0
525,2,1,1
526,2,2,1
527,1,1,1
528,1,2,1
529,-1,1,0
530,-1,1,0
531,-1,1,0
532,-1,1,0
533,-2,1,0
534,2,1,1
535,1,1,1
536,-2,2,0
537,-1,1,0
538,1,3,1
539,-2,1,0
540,-1,1,0
541,0,1,0
542,-2,2,0
543,-1,1,0
544,-1,1,0
545,-2,2,0
546,1,1,1
547,1,1,1
548,-2,1,0
549,-2,1,0
550,-2,2,0
551,-2,2,0
552,-2,1,0
553,-2,1,0
554,0,1,0
555,-2,1,0
556,2,2,1
557,1,2,1
558,-2,1,0
559,1,1,1
560,-1,1,0
561,-1,1,0
562,-1,1,0
563,-1,3,0
564,-2,3,0
565,-2,1,0
566,0,2,0
567,1,1,1
568,-1,1,0
569,2,1,1
570,-1,1,0
571,1,1,1
572,-2,1,0
573,-1,2,0
574,1,1,1
575,-1,1,0
576,-2,2,0
577,1,1,1
578,-2,1,0
579,-1,1,0
580,-1,1,0
581,1,1,1
582,1,1,1
583,2,1,1
584,-2,1,0
585,-2,1,0
586,2,1,1
587,-2,1,0
588,-2,1,0
589,-2,1,0
590,-1,1,0
591,2,1,1
592,1,1,1
593,-1,1,0
594,-1,1,0
595,-2,1,0
596,-2,1,0
597,2,1,1
598,-1,1,0
599,-1,1,0
600,0,1,0
601,1,2,1
602,-1,1,0
603,0,1,0
604,2,2,1
605,-1,1,0
606,1.5,1,1
607,-2,1,0
608,0,1,0
609,-1,1,0
610,-1,1,0
611,-2,1,0
612,-1,1,0
613,-2,1,0
614,-1,1,0
615,-1,2,0
616,-2,1,0
617,-1,1,0
618,-2,1,0
619,-1,1,0
620,-1,2,0
621,-2,1,0
622,-1,1,0
623,1,2,1
624,-1,1,0
625,-1,1,0
626,1,2,1
627,-2,2,0
628,1,1,1
629,-2,1,0
630,-2,2,0
631,2,1,1
632,-1,1,0
633,-1,1,0
